Title,ID,Study_Type,PDF_File,Error
Effectiveness of trauma-focused psychological therapies compared to usual postnatal care for treating post-traumatic stress symptoms in women following traumatic birth: a systematic review protocol,27884855,ma_sr,PMC5168505,TBD
Risk factors of trastuzumab-induced cardiotoxicity in breast cancer: A meta-analysis,27858859,ma_sr,PMC5591107,TBD
Pharmacological interventions for agitation in patients with traumatic brain injury: protocol for a systematic review and meta-analysis,27855720,ma_sr,PMC5114826,TBD
Increased risk of vertebral fracture in patients with rheumatoid arthritis: A meta-analysis,27828847,ma_sr,PMC5106053,TBD
"Extralaryngeal branching of the recurrent laryngeal nerve: a meta-analysis of 28,387 nerves",27251487,ma_sr,PMC5086344,TBD
A Meta-Analysis to Determine if Lower Extremity Muscle Strengthening Should Be Included in Military Knee Overuse Injury-Prevention Programs,27031886,ma_sr,PMC5224733,TBD
Vehicle Exposure and Spinal Musculature Fatigue in Military Warfighters: A Meta-Analysis,28068167,ma_sr,PMC5224739,TBD
Exploring Opioid-Sparing Multimodal Analgesia Options in Trauma: A Nursing Perspective,27828892,ma_sr,PMC5123624,TBD
External fixation versus open reduction and internal fixation for tibial pilon fractures: A meta-analysis based on observational studies,27780508,ma_sr,PMC5068214,TBD
Radiation-induced heart disease in lung cancer radiotherapy: A dosimetric update,27741117,ma_sr,PMC5072944,TBD
Effect of Brace to Osteoporotic Vertebral Fracture: a Meta-Analysis,27550495,ma_sr,PMC4999409,TBD
Cardiovascular safety of empagliflozin in patients with type 2 diabetes: a meta-analysis of data from randomized placebo-controlled trials,27376831,ma_sr,PMC5096016,TBD
Autograft versus allograft in anterior cruciate ligament reconstruction: A meta-analysis with trial sequential analysis,27661048,ma_sr,PMC5044918,TBD
Trauma-specific Grey Matter Alterations in PTSD,27651030,ma_sr,PMC5030628,TBD
Comparison of Dorsal and Volar Percutaneous Approaches in Acute Scaphoid Fractures: A Meta-Analysis,27611594,ma_sr,PMC5017637,TBD
Comparison of minimally invasive plate osteosynthesis and conventional plate osteosynthesis for humeral shaft fracture: A meta-analysis,27684839,ma_sr,PMC5265932,TBD
Pedicle screw fixation combined with intermediate screw at the fracture level for treatment of thoracolumbar fractures: A meta-analysis,27537586,ma_sr,PMC5370812,TBD
Vertebroplasty and balloon kyphoplasty versus conservative treatment for osteoporotic vertebral compression fractures: A meta-analysis,27495096,ma_sr,PMC4979850,TBD
Can Aidi injection alleviate the toxicity and improve the clinical efficacy of radiotherapy in lung cancer?: A meta-analysis of 16 randomized controlled trials following the PRISMA guidelines,27583861,ma_sr,PMC5008545,TBD
Comparison of fracture rates between indigenous and non-indigenous populations: a systematic review protocol,27566641,ma_sr,PMC5013364,TBD
Efficacy of Electrical Stimulators for Bone Healing: A Meta-Analysis of Randomized Sham-Controlled Trials,27539550,ma_sr,PMC4990885,TBD
Comparison of the Ability to Predict Mortality between the Injury Severity Score and the New Injury Severity Score: A Meta-Analysis,27537902,ma_sr,PMC4997511,TBD
Simple Factors Associated With Radiation-Induced Lung Toxicity After Stereotactic Body Radiation Therapy of the Thorax: A Pooled Analysis of 88 Studies,27325482,ma_sr,PMC5541363,TBD
Early intramedullary nailing of femoral shaft fracture on outcomes in patients with severe chest injury: A meta-analysis,27457468,ma_sr,PMC4960546,TBD
Percutaneous Reduction and Fixation with Kirschner Wires versus Open Reduction Internal Fixation for the Management of Calcaneal Fractures: A Meta-Analysis,27457262,ma_sr,PMC4960605,TBD
Thorough documentation of the accidental aspiration and ingestion of foreign objects during dental procedure is necessary: review and analysis of 617 cases,27449659,ma_sr,PMC4957346,TBD
Reamed versus unreamed intramedullary nailing for the treatment of femoral fractures: A meta-analysis of prospective randomized controlled trials,27442651,ma_sr,PMC5265768,TBD
Laminoplasty versus laminectomy and fusion for multilevel cervical compressive myelopathy: A meta-analysis,27281067,ma_sr,PMC4907645,TBD
Early intramedullary nailing for femoral fractures in patients with severe thoracic trauma: A systemic review and meta-analysis,27321297,ma_sr,PMC4908231,TBD
Minimally invasive plate osteosynthesis vs conventional fixation techniques for surgically treated humeral shaft fractures: a meta-analysis,27169580,ma_sr,PMC4864922,TBD
Thyroid Cancer after Childhood Exposure to External Radiation: An Updated Pooled Analysis of 12 Studies,27128740,ma_sr,PMC4893786,TBD
Risk of Congestive Heart Failure in Early Breast Cancer Patients Undergoing Adjuvant Treatment With Trastuzumab: A Meta-Analysis,27026675,ma_sr,PMC4861364,TBD
Albumin in Burn Shock Resuscitation: A Meta-Analysis of Controlled Clinical Studies,25426807,ma_sr,PMC4851230,TBD
Proximal Femoral Nail Antirotation Versus Reverse Less Invasive Stabilization System-distal Femur for Treating Proximal Femoral Fractures: A Meta-analysis,27057840,ma_sr,PMC4998756,TBD
Plate fixation versus intramedullary fixation for midshaft clavicle fractures: Meta-analysis of complications and functional outcomes,26880791,ma_sr,PMC5580056,TBD
Relationship Between Diffusion Tensor Imaging (DTI) Findings and Cognition Following Pediatric TBI: A Meta-Analytic Review,27232263,ma_sr,PMC4960507,TBD
Is IMRT Superior or Inferior to 3DCRT in Radiotherapy for NSCLC? A Meta-Analysis,27100968,ma_sr,PMC4839644,TBD
Treatments for the Fifth Metacarpal Neck Fractures: A Network Meta-analysis of Randomized Controlled Trials,26986129,ma_sr,PMC4839910,TBD
Increasing Level of Leisure Physical Activity Could Reduce the Risk of Hip Fracture in Older Women: A Dose-Response Meta-analysis of Prospective Cohort Studies,26986111,ma_sr,PMC4839892,TBD
Clinical effectiveness of orthogeriatric and fracture liaison service models of care for hip fracture patients: population-based longitudinal study,26802076,ma_sr,PMC4776625,TBD
Sleep Disturbances in Traumatic Brain Injury: A Meta-Analysis,26564384,ma_sr,PMC4773614,TBD
Correlations Between Serum IL-6 Levels and Radiation Pneumonitis in Lung Cancer Patients: A Meta-Analysis,25545734,ma_sr,PMC6806722,TBD
Utility of MRI Diffusion Tensor Imaging in Carpal Tunnel Syndrome: A Meta-Analysis,26942911,ma_sr,PMC4784544,TBD
Thoracic dysfunction in whiplash-associated disorders: a systematic review and meta-analysis protocol,26860082,ma_sr,PMC4748634,TBD
Genome-wide association study using family-based cohorts identifies the WLS and CCDC170/ESR1 loci as associated with bone mineral density,26911590,ma_sr,PMC4766752,TBD
Association of traumatic brain injury with subsequent neurological and psychiatric disease: a meta-analysis,26315003,ma_sr,PMC4751029,TBD
Diagnostic Value of Magnetic Resonance Spectroscopy in Radiation Encephalopathy Induced by Radiotherapy for Patients with Nasopharyngeal Carcinoma: A Meta-Analysis,26953103,ma_sr,PMC4756187,PDF Download
"Increased intake of vegetables, but not fruits, may be associated with reduced risk of hip fracture: A meta-analysis",26806285,ma_sr,PMC4726403,TBD
Wound drains in posterior spinal surgery: a meta-analysis,26801088,ma_sr,PMC4724097,TBD
The prognostic value of magnetic resonance imaging in moderate and severe traumatic brain injury: a systematic review and meta-analysis protocol,26791573,ma_sr,PMC4719205,TBD
Assessment of the diagnostic value of diffusion tensor imaging in patients with spinal cord compression: a meta-analysis,26628393,ma_sr,PMC4681415,TBD
Calcium plus vitamin D supplementation and risk of fractures: an updated meta-analysis from the National Osteoporosis Foundation,26510847,ma_sr,PMC4715837,TBD
Burr-hole Irrigation with Closed-system Drainage for the Treatment of Chronic Subdural Hematoma: A Meta-analysis,26377830,ma_sr,PMC4756245,TBD
Dedicated Perioperative Hip Fracture Comanagement Programs are Cost-effective in High-volume Centers: An Economic Analysis,26260393,ma_sr,PMC4686498,TBD
Height and Risk of Hip Fracture: A Meta-Analysis of Prospective Cohort Studies,27818998,ma_sr,PMC5080474,TBD
The Effect of Teriparatide on Fracture Healing of Osteoporotic Patients: A Meta-Analysis of Randomized Controlled Trials,27429980,ma_sr,PMC4939202,TBD
Influence of Anterior Cruciate Ligament Tear on Thigh Muscle Strength and Hamstring-to-Quadriceps Ratio: A Meta-Analysis,26745808,ma_sr,PMC4706431,TBD
Differentiating Radiation-Induced Necrosis from Recurrent Brain Tumor Using MR Perfusion and Spectroscopy: A Meta-Analysis,26741961,ma_sr,PMC4712150,TBD
Sequence variants in the PTCH1 gene associate with spine bone mineral density and osteoporotic fractures,26733130,ma_sr,PMC4729819,TBD
Standard-b-value vs low-b-value DWI for differentiation of benign and malignant vertebral fractures: a meta-analysis,26612466,ma_sr,PMC4985191,TBD
Effectiveness of Knee Injury and Anterior Cruciate Ligament Tear Prevention Programs: A Meta-Analysis,26637173,ma_sr,PMC4670212,TBD
Effectiveness of probiotic in preventing and treating antibiotic-associated diarrhoea and/or Clostridium difficile-associated diarrhoea in patients with spinal cord injury: a protocol of systematic review of randomised controlled trials,26596269,ma_sr,PMC4657267,TBD
The relationship between weight change and risk of hip fracture: meta-analysis of prospective studies,26522962,ma_sr,PMC4629201,TBD
The Association Between Apolipoprotein E and Functional Outcome After Traumatic Brain Injury: A Meta-Analysis,26579811,ma_sr,PMC4652820,TBD
The comparative risk of developing postoperative complications in patients with distal radius fractures following different treatment modalities,26549312,ma_sr,PMC4637827,TBD
Plate Versus Intramedullary Fixation Care of Displaced Midshaft Clavicular Fractures: A Meta-Analysis of Prospective Randomized Controlled Trials,26469924,ma_sr,PMC4616808,TBD
Bone Morphogenetic Protein for the Healing of Tibial Fracture: A Meta-Analysis of Randomized Controlled Trials,26509264,ma_sr,PMC4624800,TBD
"Comparative efficacy, tolerability, and survival outcomes of various radiopharmaceuticals in castration-resistant prostate cancer with bone metastasis: a meta-analysis of randomized controlled trials",26451085,ma_sr,PMC4590341,TBD
Results of Vertebral Augmentation Treatment for Patients of Painful Osteoporotic Vertebral Compression Fractures: A Meta-Analysis of Eight Randomized Controlled Trials,26378444,ma_sr,PMC4574925,TBD
Individual-patient meta-analysis of three randomized trials comparing endovascular versus open repair for ruptured abdominal aortic aneurysm,26104471,ma_sr,PMC4744980,TBD
Are Volar Locking Plates Superior to Percutaneous K-wires for Distal Radius Fractures? A Meta-analysis,25981715,ma_sr,PMC4523532,TBD
The Efficacy of Parathyroid Hormone Analogues in Combination With Bisphosphonates for the Treatment of Osteoporosis: A Meta-Analysis of Randomized Controlled Trials,26402797,ma_sr,PMC4635737,TBD
Comparison of Risk of Carpal Tunnel Syndrome in Patients with Distal Radius Fractures After 7 Treatments,26391617,ma_sr,PMC4588632,TBD
The Incidence of New Vertebral Fractures Following Vertebral Augmentation: A Meta-Analysis of Randomized Controlled Trials,26376401,ma_sr,PMC4635815,TBD
Meta-analysis of locking plate versus intramedullary nail for treatment of proximal humeral fractures,26370230,ma_sr,PMC4570456,TBD
Does Arthroplasty Provide Better Outcomes Than Internal Fixation At Mid- and Long-term Followup? A Meta-analysis,25981713,ma_sr,PMC4488202,TBD
Comparison of bipolar hemiarthroplasty and total hip arthroplasty for displaced femoral neck fractures in the healthy elderly: a meta-analysis,26316274,ma_sr,PMC4552391,TBD
Efficacy of physical therapy for the treatment of lateral epicondylitis: a meta-analysis,26303397,ma_sr,PMC4549077,TBD
Operative versus nonoperative treatment for displaced midshaft clavicle fractures: a meta-analysis based on current evidence,26247672,ma_sr,PMC4518819,TBD
Does Combined Intra- and Extraarticular ACL Reconstruction Improve Function and Stability? A Meta-analysis,25845949,ma_sr,PMC4488196,TBD
Meta-analysis for dorsally displaced distal radius fracture fixation: volar locking plate versus percutaneous Kirschner wires,26169601,ma_sr,PMC4501063,TBD
Association of polymorphisms in the beta-2 adrenergic receptor gene with fracture risk and bone mineral density,25910744,ma_sr,PMC4483183,TBD
Which Surgical Treatment for Open Tibial Shaft Fractures Results in the Fewest Reoperations? A Network Meta-analysis,25724836,ma_sr,PMC4457757,TBD
"What type, or combination of exercise can improve preferred gait speed in older adults? A meta-analysis",26126532,ma_sr,PMC4488060,TBD
Association between Single Nucleotide Polymorphisms in XRCC3 and Radiation-Induced Adverse Effects on Normal Tissue: A Meta-Analysis,26091483,ma_sr,PMC4474802,TBD
Intramedullary nailing versus plating for distal tibia fractures without articular involvement: a meta-analysis,26078031,ma_sr,PMC4481115,TBD
Opioids contribute to fracture risk: a meta-analysis of 8 cohort studies,26030421,ma_sr,PMC4452583,TBD
Influence of coincident distal radius fracture in patients with hip fracture: single-centre series and meta-analysis,24374902,ma_sr,PMC4441639,TBD
The treatment of simple elbow dislocation in adults,26037467,ma_sr,PMC4455254,TBD
Cervical spine involvement in rheumatoid arthritis over time: results from a meta-analysis,26026719,ma_sr,PMC4449959,TBD
Which is the best repair of articular-sided rotator cuff tears: a meta-analysis,26016477,ma_sr,PMC4450842,TBD
Comparison of operative and non-operative treatment of acute undisplaced or minimally-displaced scaphoid fractures: a meta-analysis of randomized controlled trials,25942316,ma_sr,PMC4420279,TBD
Exposure to fluoride in drinking water and hip fracture risk: a meta-analysis of observational studies,26020536,ma_sr,PMC4447426,TBD
Subclinical thyroid dysfunction and fracture risk: a meta-analysis,26010634,ma_sr,PMC4729304,TBD
Comparison of Bone Mineral Density in Lumbar Spine and Fracture Rate among Eight Drugs in Treatments of Osteoporosis in Men: A Network Meta-Analysis,26010450,ma_sr,PMC4444106,TBD
The role of perioperative oral nutritional supplementation in elderly patients after hip surgery,26005339,ma_sr,PMC4433048,TBD
Antidepressants Are Effective in Decreasing Neuropathic Pain After SCI: A Meta-Analysis,26364286,ma_sr,PMC4568098,TBD
Osteoporosis and bone fractures in alcoholic liver disease: a meta-analysis,25852292,ma_sr,PMC4385554,TBD
Effect of transforming growth factor-β1 869C/T polymorphism and radiation pneumonitis,26045792,ma_sr,PMC4440101,TBD
"Effect of B vitamin (folate, B6, and B12) supplementation on osteoporotic fracture and bone turnover markers: a meta-analysis",25805360,ma_sr,PMC4384513,TBD
Interventions for treating displaced midshaft clavicular fractures: a Bayesian network meta-analysis of randomized controlled trials,25789948,ma_sr,PMC4602486,TBD
Open versus endoscopic carpal tunnel release: a meta-analysis of randomized controlled trials,25135849,ma_sr,PMC4317413,TBD
Concurrent chemoradiotherapy was associated with a higher severe late toxicity rate in nasopharyngeal carcinoma patients compared with radiotherapy alone: a meta-analysis based on randomized controlled trials,25889937,ma_sr,PMC4464879,TBD
The relationship between dietary protein consumption and risk of fracture: a subgroup and dose-response meta-analysis of prospective cohort studies,25779888,ma_sr,PMC5376209,TBD
Does nonsurgical treatment improve longitudinal outcomes of lateral epicondylitis over no treatment? A meta-analysis,25352261,ma_sr,PMC4317462,TBD
Bacteriology of pressure ulcers in individuals with spinal cord injury: What we know and what we should know,25130374,ma_sr,PMC4397196,TBD
Nutritional vitamin D supplementation and health-related outcomes in hemodialysis patients: a protocol for a systematic review and meta-analysis,25874904,ma_sr,PMC4339010,TBD
Exposure to ionizing radiation during dental X-rays is not associated with risk of developing meningioma: a meta-analysis based on seven case-control studies,25658814,ma_sr,PMC4319947,TBD
Effects of vehicle-ride exposure on cervical pathology: a meta-analysis,25739897,ma_sr,PMC4463183,TBD
Multiple sclerosis increases fracture risk: a meta-analysis,25710014,ma_sr,PMC4331155,TBD
Endoscopic versus open carpal tunnel release for idiopathic carpal tunnel syndrome: a meta-analysis of randomized controlled trials,25627324,ma_sr,PMC4342088,TBD
Hypoglossal nerve palsy after airway management for general anesthesia: an analysis of 69 patients,25625257,ma_sr,PMC4308816,TBD
Upper limb kinematics after cervical spinal cord injury: a review,25637224,ma_sr,PMC4417243,TBD
"A meta-analysis of high dose, intermittent vitamin D supplementation among older adults",25602255,ma_sr,PMC4300188,TBD
"Efficacy of some non-conventional herbal medications (sulforaphane, tanshinone IIA, and tetramethylpyrazine) in inducing neuroprotection in comparison with interleukin-10 after spinal cord injury: A meta-analysis",24969510,ma_sr,PMC4293529,TBD
Low emotional response to traumatic footage is associated with an absence of analogue flashbacks: an individual participant data meta-analysis of 16 trauma film paradigm experiments,24920083,ma_sr,PMC4391283,TBD
A case study of discordant overlapping meta-analyses: vitamin d supplements and fracture,25551377,ma_sr,PMC4281138,TBD
Naloxone for severe traumatic brain injury: a meta-analysis,25526618,ma_sr,PMC4272270,TBD
Impact of femoral neck and lumbar spine BMD discordances on FRAX probabilities in women: a meta-analysis of international cohorts,25187239,ma_sr,PMC4361897,TBD
Assessment of internal mammary artery injury after blunt chest trauma: a literature review,25294375,ma_sr,PMC4201314,TBD
Comparison of whole-body computed tomography vs selective radiological imaging on outcomes in major trauma patients: a meta-analysis,25178942,ma_sr,PMC4347587,TBD
Methodological extensions of meta-analysis with excess relative risk estimates: application to risk of second malignant neoplasms among childhood cancer survivors treated with radiotherapy,25037101,ma_sr,PMC4202303,TBD
Is unilateral kyphoplasty as effective and safe as bilateral kyphoplasties for osteoporotic vertebral compression fractures? A meta-analysis,24964889,ma_sr,PMC4117896,TBD
Clinical efficacy and safety of pamidronate therapy on bone mass density in early post-renal transplant period: a meta-analysis of randomized controlled trials,25265508,ma_sr,PMC4180498,TBD
Proximal femoral nail vs. dynamic hip screw in treatment of intertrochanteric fractures: a meta-analysis,25213190,ma_sr,PMC4170652,TBD
Meta-analysis of recurrent laryngeal nerve injury in thyroid surgery with or without intraoperative nerve monitoring,25210215,ma_sr,PMC4157532,TBD
Meta-analysis of reamed versus unreamed intramedullary nailing for open tibial fractures,25149501,ma_sr,PMC4145248,TBD
Meta-analysis of randomised controlled trials comparing unipolar with bipolar hemiarthroplasty for displaced femoral-neck fractures,24817022,ma_sr,PMC4115101,TBD
"Pooled analysis of non-union, re-operation, infection, and approach related complications after anterior odontoid screw fixation",25058011,ma_sr,PMC4109995,TBD
"Obesity, traumatic brain injury, childhood abuse, and suicide attempts in females at risk",24668743,ma_sr,PMC4227609,TBD
Genetic determinants of heel bone properties: genome-wide association meta-analysis and replication in the GEFOS/GENOMOS consortium,24430505,ma_sr,PMC4038791,TBD
Do bisphosphonates affect bone healing? A meta-analysis of randomized controlled trials,24902588,ma_sr,PMC4058448,TBD
Endoscopic submucosal dissection vs endoscopic mucosal resection for superficial esophageal cancer,24833885,ma_sr,PMC4017070,TBD
Open reduction and closed reduction internal fixation in treatment of femoral neck fractures: a meta-analysis,24885566,ma_sr,PMC4047776,TBD
Efficacy and toxicity of external-beam radiation therapy for localised prostate cancer: a network meta-analysis,24736585,ma_sr,PMC4021530,TBD
Functional electrical stimulation cycling in youth with spinal cord injury: A review of intervention studies,24621033,ma_sr,PMC4064576,TBD
Avascular necrosis in proximal humeral fractures in patients treated with operative fixation: a meta-analysis,24767176,ma_sr,PMC4012510,TBD
Safety of denosumab in postmenopausal women with osteoporosis or low bone mineral density: a meta-analysis,24966919,ma_sr,PMC4069896,TBD
"Iatrogenic nerve injuries: prevalence, diagnosis and treatment",24791754,ma_sr,PMC4010861,TBD
Mini-plate versus Kirschner wire internal fixation for treatment of metacarpal and phalangeal fractures in Chinese Han population: a meta-analysis,24721182,ma_sr,PMC3991881,TBD
Parkinson's disease and risk of fracture: a meta-analysis of prospective cohort studies,24714656,ma_sr,PMC3979831,TBD
Dosage effects of neuromuscular training intervention to reduce anterior cruciate ligament injuries in female athletes: meta- and sub-group analyses,24370992,ma_sr,PMC3969416,TBD
Tea consumption didn't modify the risk of fracture: a dose-response meta-analysis of observational studies,24588938,ma_sr,PMC4017777,TBD
The association between TGF-β1 polymorphisms and radiation pneumonia in lung cancer patients treated with definitive radiotherapy: a meta-analysis,24642488,ma_sr,PMC3958356,TBD
The effects of intracranial pressure monitoring in patients with traumatic brain injury,24586276,ma_sr,PMC3931613,TBD
Radiogenomics: using genetics to identify cancer patients at risk for development of adverse effects following radiotherapy,24441285,ma_sr,PMC3946319,TBD
"Bisphosphonates and risk of subtrochanteric, femoral shaft, and atypical femur fracture: sensitivity and trim and fill studies",24205872,ma_sr,PMC3926151,TBD
Effect of minimally invasive percutaneous plates versus interlocking intramedullary nailing in tibial shaft treatment for fractures in adults: a meta-analysis,24714830,ma_sr,PMC3971355,TBD
Emergent endovascular vs. open surgery repair for ruptured abdominal aortic aneurysms: a meta-analysis,24498112,ma_sr,PMC3909181,TBD
Common polymorphism in the LRP5 gene may increase the risk of bone fracture and osteoporosis,25580429,ma_sr,PMC4279179,TBD
Diffusion Tensor Imaging (DTI) findings following pediatric non-penetrating TBI: a meta-analysis,25470224,ma_sr,PMC4270261,TBD
Neuroimaging after mild traumatic brain injury: review and meta-analysis,25061565,ma_sr,PMC4107372,TBD
Diabetic ankle fractures: a review of the literature and an introduction to the Adelaide fracture in the diabetic ankle algorithm and score,24719845,ma_sr,PMC3956284,TBD
Adverse prognostic factors and optimal intervention time for kyphoplasty/vertebroplasty in osteoporotic fractures,24575417,ma_sr,PMC3915629,TBD
Meta-analysis on the efficacy of tourniquet on ankle trauma surgery,24325911,ma_sr,PMC3878853,TBD
Treatment of osteochondral fractures of the knee: a meta-analysis of available scientific evidence,24022737,ma_sr,PMC3843186,TBD
Association between estrogen receptor α gene (ESR1) PvuII (C/T) and XbaI (A/G) polymorphisms and hip fracture risk: evidence from a meta-analysis,24482673,ma_sr,PMC3903335,TBD
Intramedullary nail versus dynamic compression plate fixation in treating humeral shaft fractures: grading the evidence through a meta-analysis,24358141,ma_sr,PMC3864910,TBD
Exposure to UV radiation and risk of Hodgkin lymphoma: a pooled analysis,24016459,ma_sr,PMC3829118,PDF Download
Meta-analysis of incidence of early lung toxicity in 3-dimensional conformal irradiation of breast carcinomas,24229418,ma_sr,PMC3842634,TBD
No association between TGFB1 polymorphisms and late radiotherapy toxicity: a meta-analysis,24130819,ma_sr,PMC3793936,TBD
Anterior versus posterior approach for treatment of thoracolumbar burst fractures: a meta-analysis,24013718,ma_sr,PMC3804690,TBD
Internal fixation versus nonoperative treatment for displaced 3-part or 4-part proximal humeral fractures in elderly patients: a meta-analysis of randomized controlled trials,24066182,ma_sr,PMC3774627,TBD
Is lateral pin fixation for displaced supracondylar fractures of the humerus better than crossed pins in children?,23653099,ma_sr,PMC3734408,TBD
The perfidious effect of topical placebo: calibration of Staphylococcus aureus ventilator-associated pneumonia incidence within selective digestive decontamination studies versus the broader evidence base,23836178,ma_sr,PMC3754294,TBD
Operative versus non-operative treatment for clavicle fracture: a meta-analysis,23645080,ma_sr,PMC3728389,TBD
Cemented versus uncemented hemiarthroplasty for femoral neck fractures in elderly patients: a meta-analysis,23935902,ma_sr,PMC3720851,TBD
Primary ligament sutures as a treatment option of knee dislocations: a meta-analysis,22868350,ma_sr,PMC3685709,TBD
Are platelet-rich products necessary during the arthroscopic repair of full-thickness rotator cuff tears: a meta-analysis,23874991,ma_sr,PMC3709895,TBD
Single-row or double-row fixation technique for full-thickness rotator cuff tears: a meta-analysis,23874649,ma_sr,PMC3708899,TBD
A time series study on the effects of heat on mortality and evaluation of heterogeneity into European and Eastern-Southern Mediterranean cities: results of EU CIRCE project,23822609,ma_sr,PMC3716565,TBD
Relationship between tendon stiffness and failure: a metaanalysis,23599401,ma_sr,PMC3727010,PDF Download
Fluid replacement with hydroxyethyl starch in critical care--a reassessment,23885279,ma_sr,PMC3719450,TBD
A literature synthesis of symptom prevalence and severity in persons receiving active cancer treatment,23314601,ma_sr,PMC4299699,TBD
Comparison of internal and external fixation of distal radius fractures,23594247,ma_sr,PMC3715819,TBD
Non-steroidal anti-inflammatory drugs (NSAIDs) for treating lateral elbow pain in adults,23728646,ma_sr,PMC7173751,TBD
Fusion versus nonfusion for surgically treated thoracolumbar burst fractures: a meta-analysis,23704968,ma_sr,PMC3660321,TBD
Impact of vacuum-assisted closure (VAC) therapy on clinical outcomes of patients with sternal wound infections: a meta-analysis of non-randomized studies,23741379,ma_sr,PMC3669405,TBD
Surgical treatment of Neer type-II fractures of the distal clavicle: a meta-analysis,23506165,ma_sr,PMC3639340,TBD
Early orthogeriatric treatment of trauma in the elderly: a systematic review and metaanalysis,23667392,ma_sr,PMC3647136,TBD
Obesity and risk of hip fracture in adults: a meta-analysis of prospective cohort studies,23593112,ma_sr,PMC3625172,TBD
Meta-analysis identifies a MECOM gene as a novel predisposing factor of osteoporotic fracture,23349225,ma_sr,PMC4169276,TBD
Therapeutic ultrasound for carpal tunnel syndrome,23543580,ma_sr,PMC7100871,TBD
WITHDRAWN: Interventions for treating wrist fractures in children,23543534,ma_sr,PMC6599867,TBD
Acupuncture for ankle sprain: systematic review and meta-analysis,23496981,ma_sr,PMC3606608,TBD
Dressings for superficial and partial thickness burns,23543513,ma_sr,PMC7065523,TBD
Effectiveness of robot-assisted therapy on ankle rehabilitation--a systematic review,23517734,ma_sr,PMC3636117,TBD
Single-bundle versus double-bundle anterior cruciate ligament reconstruction: an up-to-date meta-analysis,22968440,ma_sr,PMC3560889,TBD
Predicting radiation pneumonitis after chemoradiation therapy for lung cancer: an international individual patient data meta-analysis,22682812,ma_sr,PMC3448004,TBD
Extramedullary fixation implants and external fixators for extracapsular hip fractures in adults,23450528,ma_sr,PMC7061252,TBD
Evidence for the treatment of osteoporosis with vitamin D in residential care and in the community dwelling elderly,24058907,ma_sr,PMC3766590,TBD
Proximal femoral nail versus dynamic hip screw fixation for trochanteric fractures: a meta-analysis of randomized controlled trials,23533361,ma_sr,PMC3590640,TBD
The quality of reports on cervical arterial dissection following cervical spinal manipulation,23527121,ma_sr,PMC3604043,TBD
Nutritional support for patients sustaining traumatic brain injury: a systematic review and meta-analysis of prospective studies,23527035,ma_sr,PMC3602547,TBD
Exercise for improving outcomes after osteoporotic vertebral fracture,23440829,ma_sr,PMC5104540,TBD
Genetic determinants of trabecular and cortical volumetric bone mineral densities and bone microstructure,23437003,ma_sr,PMC3578773,TBD
Magnetic resonance imaging signal changes of alar and transverse ligaments not correlated with whiplash-associated disorders: a meta-analysis of case-control studies,23143091,ma_sr,PMC3540323,TBD
The influence of age on the effectiveness of neuromuscular training to reduce anterior cruciate ligament injury in female athletes: a meta-analysis,23048042,ma_sr,PMC4160039,TBD
Chronic traumatic encephalopathy and suicide: a systematic review,24328030,ma_sr,PMC3847964,TBD
Adjuvant therapy with zoledronic acid in patients with breast cancer: a systematic review and meta-analysis,23404816,ma_sr,PMC3639520,TBD
A systematic review and meta-analysis of alcohol consumption and injury risk as a function of study design and recall period,22934961,ma_sr,PMC3515689,TBD
Results of indirect and mixed treatment comparison of fracture efficacy for osteoporosis treatments: a meta-analysis,22832638,ma_sr,PMC3662000,TBD
Barbiturates for acute traumatic brain injury,23235573,ma_sr,PMC7061245,TBD
Surgical versus nonsurgical treatment of acute Achilles tendon rupture: a meta-analysis of randomized trials,23224384,ma_sr,PMC3509775,TBD
Individual patient data meta-analysis shows no association between the SNP rs1800469 in TGFB and late radiotherapy toxicity,23199655,ma_sr,PMC3593101,TBD
Meniscal repair outcomes at greater than five years: a systematic literature review and meta-analysis,23318612,ma_sr,PMC3528023,TBD
All-polyethylene tibial components are equal to metal-backed components: systematic review and meta-regression,22972656,ma_sr,PMC3492632,TBD
Compliance with neuromuscular training and anterior cruciate ligament injury risk reduction in female athletes: a meta-analysis,23182020,ma_sr,PMC3499896,TBD
A literature-based meta-analysis of clinical risk factors for development of radiation induced pneumonitis,22950387,ma_sr,PMC3557496,TBD
Systematic review and meta-analysis of circulatory disease from exposure to low-level ionizing radiation and estimates of potential population mortality risks,22728254,ma_sr,PMC3556625,TBD
Double-bundle versus single-bundle reconstruction for anterior cruciate ligament rupture in adults,23152258,ma_sr,PMC6464733,TBD
A systematic literature review on first aid provided by laypeople to trauma victims,22897491,ma_sr,PMC3495299,TBD
Ruptured abdominal aortic aneurysm: the state of play,23181137,ma_sr,PMC3498473,TBD
Optimal glycemic control in neurocritical care patients: a systematic review and meta-analysis,23082798,ma_sr,PMC3682305,TBD
Is there really no benefit of vertebroplasty for osteoporotic vertebral fractures? A meta-analysis,22729693,ma_sr,PMC3442000,TBD
Indoor tanning and non-melanoma skin cancer: systematic review and meta-analysis,23033409,ma_sr,PMC3462818,PDF Download
Clinical characteristics of symptomatic vertebral artery dissection: a systematic review,22931728,ma_sr,PMC3898434,TBD
Diffusion tensor imaging studies of mild traumatic brain injury: a meta-analysis,22797288,ma_sr,PMC3415311,TBD
